timestamp Sensor_01 Sensor_02 Cluster_02
119.7000000000 0.1541257149 0.0000000000 0.1541257149
119.8000000000 0.1548980480 0.0000000000 0.1548980480
119.9000000000 0.1556743791 0.0000000000 0.1556743791
120.0000000000 0.1564544714 0.0000000000 0.1564544714
120.1000000000 0.1572386024 0.0000000000 0.1572386024
120.2000000000 0.1580265319 0.0000000000 0.1580265319
120.3000000000 0.1588185410 0.0000000000 0.1588185410
120.4000000000 0.1596143864 0.0000000000 0.1596143864
120.5000000000 0.1604143528 0.0000000000 0.1604143528
120.6000000000 0.1612181936 0.0000000000 0.1612181936
120.7000000000 0.1620261972 0.0000000000 0.1620261972
120.8000000000 0.1628381137 0.0000000000 0.1628381137
120.9000000000 0.1636542353 0.0000000000 0.1636542353
121.0000000000 0.1644743086 0.0000000000 0.1644743086
121.1000000000 0.1652986298 0.0000000000 0.1652986298
121.2000000000 0.1661269417 0.0000000000 0.1661269417
121.3000000000 0.1669595448 0.0000000000 0.1669595448
121.4000000000 0.1677961782 0.0000000000 0.1677961782
121.5000000000 0.1686371463 0.0000000000 0.1686371463
121.6000000000 0.1694821847 0.0000000000 0.1694821847
121.7000000000 0.1703316019 0.0000000000 0.1703316019
121.8000000000 0.1711851298 0.0000000000 0.1711851298
121.9000000000 0.1720430809 0.0000000000 0.1720430809
122.0000000000 0.1729051835 0.0000000000 0.1729051835
122.1000000000 0.1737717543 0.0000000000 0.1737717543
122.2000000000 0.1746425177 0.0000000000 0.1746425177
122.3000000000 0.1755177947 0.0000000000 0.1755177947
122.4000000000 0.1763973059 0.0000000000 0.1763973059
122.5000000000 0.1772813766 0.0000000000 0.1772813766
122.6000000000 0.1781697235 0.0000000000 0.1781697235
122.7000000000 0.1790626762 0.0000000000 0.1790626762
122.8000000000 0.1799599474 0.0000000000 0.1799599474
122.9000000000 0.1808618713 0.0000000000 0.1808618713
123.0000000000 0.1817681566 0.0000000000 0.1817681566
123.1000000000 0.1826791418 0.0000000000 0.1826791418
123.2000000000 0.1835945316 0.0000000000 0.1835945316
123.3000000000 0.1845146691 0.0000000000 0.1845146691
123.4000000000 0.1854392549 0.0000000000 0.1854392549
123.5000000000 0.1863686367 0.0000000000 0.1863686367
123.6000000000 0.1873025107 0.0000000000 0.1873025107
123.7000000000 0.1882412296 0.0000000000 0.1882412296
123.8000000000 0.1891844852 0.0000000000 0.1891844852
123.9000000000 0.1901326350 0.0000000000 0.1901326350
124.0000000000 0.1910853665 0.0000000000 0.1910853665
124.1000000000 0.1920430418 0.0000000000 0.1920430418
124.2000000000 0.1930053442 0.0000000000 0.1930053442
124.3000000000 0.1939726408 0.0000000000 0.1939726408
124.4000000000 0.1949446103 0.0000000000 0.1949446103
124.5000000000 0.1959216248 0.0000000000 0.1959216248
124.6000000000 0.1969033584 0.0000000000 0.1969033584
124.7000000000 0.1978901884 0.0000000000 0.1978901884
124.8000000000 0.1988817842 0.0000000000 0.1988817842
124.9000000000 0.1998785283 0.0000000000 0.1998785283
125.0000000000 0.2008800853 0.0000000000 0.2008800853
125.1000000000 0.2018868430 0.0000000000 0.2018868430
125.2000000000 0.2028984613 0.0000000000 0.2028984613
125.3000000000 0.2039153332 0.0000000000 0.2039153332
125.4000000000 0.2049371138 0.0000000000 0.2049371138
125.5000000000 0.2059642015 0.0000000000 0.2059642015
125.6000000000 0.2069962464 0.0000000000 0.2069962464
